,hr,casual,registered,cnt
14574,11,39,159,198
14575,12,54,233,287
14576,13,72,203,275
14577,14,72,202,274
14578,15,68,224,292
14579,16,61,397,458
14580,17,110,746,856
14581,18,94,745,839
14582,19,50,502,552
14583,20,47,338,385
14584,21,28,240,268
14585,22,25,154,179
14586,23,12,83,95
14587,0,10,27,37
14588,1,2,11,13
14589,2,0,9,9
14590,3,0,4,4
14591,4,2,3,5
14592,5,1,39,40
14593,6,7,203,210
14594,7,11,489,500
14595,8,33,692,725
14596,9,27,263,290
14597,10,54,181,235
14598,11,61,156,217
14599,12,49,217,266
14600,13,50,184,234
14601,14,34,177,211
14602,15,41,204,245
14603,16,86,344,430
14604,17,83,780,863
14605,18,82,757,839
14606,19,64,598,662
14607,20,55,357,412
14608,21,18,278,296
14609,22,38,181,219
14610,23,24,126,150
14611,0,30,35,65
14612,1,2,16,18
14613,2,1,7,8
14614,3,0,9,9
14615,4,0,8,8
14616,5,3,35,38
14617,6,11,189,200
14618,7,21,461,482
14619,8,24,622,646
14620,9,8,115,123
14621,10,9,40,49
14622,11,10,52,62
14623,12,11,126,137
14624,13,39,152,191
14625,14,38,178,216
14626,15,42,228,270
14627,16,42,374,416
14628,17,67,741,808
14629,18,74,761,835
14630,19,54,504,558
14631,20,50,356,406
14632,21,32,240,272
14633,22,24,193,217
14634,23,19,150,169
14635,0,17,79,96
14636,1,10,19,29
14637,2,1,10,11
14638,3,0,9,9
14639,4,1,7,8
14640,5,1,39,40
14641,6,5,135,140
14642,7,21,465,486
14643,8,29,690,719
14644,9,33,311,344
14645,10,53,171,224
14646,11,81,215,296
14647,12,76,247,323
14648,13,71,283,354
14649,14,66,187,253
14650,15,66,265,331
14651,16,75,395,470
14652,17,88,684,772
14653,18,95,697,792
14654,19,70,498,568
14655,20,51,340,391
14656,21,55,246,301
14657,22,52,247,299
14658,23,28,220,248
14659,0,20,130,150
14660,1,10,107,117
14661,2,9,68,77
14662,3,3,40,43
14663,4,3,8,11
14664,5,2,13,15
14665,6,8,26,34
14666,7,11,71,82
14667,8,33,197,230
14668,9,87,261,348
14669,10,100,322,422
14670,11,173,405,578
14671,12,220,474,694
14672,13,233,435,668
14673,14,260,366,626
14674,15,175,337,512
14675,16,19,95,114
14676,17,52,119,171
14677,18,27,140,167
14678,19,28,187,215
14679,20,28,166,194
14680,21,26,155,181
14681,22,18,176,194
14682,23,12,121,133
14683,0,18,106,124
14684,1,20,104,124
14685,2,15,81,96
14686,3,14,32,46
14687,4,12,16,28
14688,5,16,39,55
14689,6,11,24,35
14690,7,20,50,70
14691,8,27,143,170
14692,9,85,214,299
14693,10,172,323,495
14694,11,194,391,585
14695,12,247,510,757
14696,13,238,491,729
14697,14,232,415,647
14698,15,284,412,696
14699,16,228,473,701
14700,17,213,458,671
14701,18,156,404,560
14702,19,134,362,496
14703,20,91,265,356
14704,21,57,149,206
14705,22,64,125,189
14706,23,22,70,92
14707,0,6,35,41
14708,1,7,11,18
14709,2,11,6,17
14710,3,5,7,12
14711,4,1,4,5
14712,5,4,36,40
14713,6,8,172,180
14714,7,20,427,447
14715,8,33,697,730
14716,9,40,321,361
14717,10,42,168,210
14718,11,69,167,236
14719,12,76,256,332
14720,13,72,251,323
14721,14,107,233,340
14722,15,115,231,346
14723,16,108,380,488
14724,17,127,744,871
14725,18,111,857,968
14726,19,71,562,633
14727,20,34,356,390
14728,21,29,256,285
14729,22,15,144,159
14730,23,7,86,93
14731,0,5,27,32
14732,1,0,10,10
14733,2,1,5,6
14734,3,1,7,8
14735,4,1,8,9
14736,5,3,41,44
14737,6,11,200,211
14738,7,24,572,596
14739,8,48,702,750
14740,9,35,323,358
14741,10,54,142,196
14742,11,60,187,247
14743,12,62,254,316
14744,13,72,256,328
14745,14,74,181,255
14746,15,73,253,326
14747,16,99,437,536
14748,17,168,802,970
14749,18,110,767,877
14750,19,56,540,596
14751,20,40,421,461
14752,21,28,282,310
14753,22,27,189,216
14754,23,18,91,109
14755,0,8,41,49
14756,1,2,19,21
14757,2,2,9,11
14758,3,0,7,7
14759,4,0,5,5
14760,5,4,44,48
14761,6,6,199,205
14762,7,24,533,557
14763,8,43,727,770
14764,9,50,278,328
14765,10,57,148,205
14766,11,51,181,232
14767,12,88,264,352
14768,13,85,238,323
14769,14,78,200,278
14770,15,75,243,318
14771,16,90,419,509
14772,17,114,811,925
14773,18,91,886,977
14774,19,78,557,635
14775,20,38,432,470
14776,21,27,279,306
14777,22,23,189,212
14778,23,16,111,127
14779,0,11,46,57
14780,1,6,22,28
14781,2,0,9,9
14782,3,2,9,11
14783,4,0,6,6
14784,5,3,54,57
14785,6,9,186,195
14786,7,22,549,571
14787,8,33,725,758
14788,9,46,292,338
14789,10,63,149,212
14790,11,71,183,254
14791,12,57,240,297
14792,13,60,223,283
14793,14,60,214,274
14794,15,99,253,352
14795,16,85,406,491
14796,17,97,787,884
14797,18,108,744,852
14798,19,80,594,674
14799,20,55,408,463
14800,21,26,291,317
14801,22,28,223,251
14802,23,33,137,170
14803,0,24,63,87
14804,1,6,35,41
14805,2,7,23,30
14806,3,5,9,14
14807,4,1,11,12
14808,5,1,40,41
14809,6,8,144,152
14810,7,17,437,454
14811,8,51,715,766
14812,9,46,301,347
14813,10,75,171,246
14814,11,84,196,280
14815,12,119,290,409
14816,13,107,301,408
14817,14,113,258,371
14818,15,94,273,367
14819,16,109,454,563
14820,17,137,757,894
14821,18,116,692,808
14822,19,83,496,579
14823,20,67,337,404
14824,21,42,270,312
14825,22,40,189,229
14826,23,27,168,195
14827,0,38,169,207
14828,1,8,101,109
14829,2,18,75,93
14830,3,6,31,37
14831,4,3,3,6
14832,5,1,15,16
14833,6,6,27,33
14834,7,10,63,73
14835,8,43,169,212
14836,9,79,263,342
14837,10,119,323,442
14838,11,228,399,627
14839,12,287,419,706
14840,13,327,377,704
14841,14,325,390,715
14842,15,312,342,654
14843,16,350,433,783
14844,17,295,434,729
14845,18,232,382,614
14846,19,169,309,478
14847,20,89,241,330
14848,21,86,210,296
14849,22,82,197,279
14850,23,47,182,229
14851,0,28,123,151
14852,1,35,82,117
14853,2,27,62,89
14854,3,10,38,48
14855,4,2,6,8
14856,5,3,10,13
14857,6,9,26,35
14858,7,28,43,71
14859,8,34,94,128
14860,9,70,226,296
14861,10,160,330,490
14862,11,183,376,559
14863,12,188,468,656
14864,13,240,454,694
14865,14,225,410,635
14866,15,215,342,557
14867,16,194,402,596
14868,17,177,393,570
14869,18,120,361,481
14870,19,91,312,403
14871,20,57,267,324
14872,21,43,148,191
14873,22,18,109,127
14874,23,9,85,94
14875,0,14,31,45
14876,1,9,12,21
14877,2,5,8,13
14878,3,0,7,7
14879,4,2,9,11
14880,5,1,44,45
14881,6,7,157,164
14882,7,18,474,492
14883,8,36,647,683
14884,9,34,265,299
14885,10,73,129,202
14886,11,61,191,252
14887,12,62,233,295
14888,13,112,231,343
14889,14,129,203,332
14890,15,82,256,338
14891,16,74,379,453
14892,17,102,740,842
14893,18,66,708,774
14894,19,51,435,486
14895,20,32,308,340
14896,21,28,205,233
14897,22,20,109,129
14898,23,4,66,70
14899,0,2,11,13
14900,1,0,5,5
14901,2,0,4,4
14902,3,0,6,6
14903,4,2,5,7
14904,5,3,45,48
14905,6,4,163,167
14906,7,13,343,356
14907,8,32,640,672
14908,9,27,266,293
14909,10,30,130,160
14910,11,36,115,151
14911,12,16,72,88
14912,13,17,97,114
14913,14,27,116,143
14914,15,1,35,36
14915,16,19,122,141
14916,17,36,302,338
14917,18,19,262,281
14918,19,22,302,324
14919,20,19,271,290
14920,21,21,186,207
14921,22,14,137,151
14922,23,11,67,78
14923,0,3,23,26
14924,1,0,12,12
14925,2,0,3,3
14926,3,1,4,5
14927,4,0,10,10
14928,5,2,54,56
14929,6,6,166,172
14930,7,16,529,545
14931,8,39,758,797
14932,9,26,336,362
14933,10,23,169,192
14934,11,44,203,247
14935,12,53,260,313
14936,13,55,234,289
14937,14,59,227,286
14938,15,57,254,311
14939,16,69,397,466
14940,17,74,812,886
14941,18,85,807,892
14942,19,72,539,611
14943,20,31,378,409
14944,21,25,324,349
14945,22,31,198,229
14946,23,17,106,123
14947,0,12,46,58
14948,1,4,14,18
14949,2,2,9,11
14950,3,0,6,6
14951,4,0,6,6
14952,5,4,52,56
14953,6,9,161,170
14954,7,20,514,534
14955,8,44,746,790
14956,9,25,330,355
14957,10,33,157,190
14958,11,37,206,243
14959,12,57,233,290
14960,13,68,268,336
14961,14,76,222,298
14962,15,60,231,291
14963,16,72,385,457
14964,17,91,885,976
14965,18,119,781,900
14966,19,69,534,603
14967,20,57,360,417
14968,21,28,246,274
14969,22,35,252,287
14970,23,17,137,154
14971,0,13,53,66
14972,1,11,38,49
14973,2,6,8,14
14974,3,1,11,12
14975,4,1,9,10
14976,5,2,47,49
14977,6,19,146,165
14978,7,35,468,503
14979,8,31,726,757
14980,9,35,348,383
14981,10,44,181,225
14982,11,79,242,321
14983,12,84,305,389
14984,13,105,316,421
14985,14,113,299,412
14986,15,90,333,423
14987,16,103,464,567
14988,17,107,739,846
14989,18,106,699,805
14990,19,95,493,588
14991,20,54,315,369
14992,21,46,266,312
14993,22,47,248,295
14994,23,23,163,186
14995,0,32,140,172
14996,1,18,106,124
14997,2,10,73,83
14998,3,6,39,45
14999,4,5,10,15
15000,5,2,15,17
15001,6,6,35,41
15002,7,7,70,77
15003,8,21,197,218
15004,9,88,289,377
15005,10,124,350,474
15006,11,189,437,626
15007,12,228,460,688
15008,13,273,434,707
15009,14,250,404,654
15010,15,307,443,750
15011,16,253,427,680
15012,17,195,451,646
15013,18,171,427,598
15014,19,99,308,407
15015,20,76,249,325
15016,21,59,202,261
15017,22,59,180,239
15018,23,34,137,171
15019,0,34,146,180
15020,1,23,119,142
15021,2,18,77,95
15022,3,13,41,54
15023,4,1,9,10
15024,5,1,5,6
15025,6,5,11,16
15026,7,9,48,57
15027,8,38,137,175
15028,9,71,205,276
15029,10,138,351,489
15030,11,186,384,570
15031,12,250,526,776
15032,13,257,445,702
15033,14,266,400,666
15034,15,265,375,640
15035,16,254,437,691
15036,17,227,496,723
15037,18,135,405,540
15038,19,82,331,413
15039,20,60,192,252
15040,21,51,145,196
15041,22,40,98,138
15042,23,30,70,100
15043,0,10,54,64
15044,1,6,12,18
15045,2,0,8,8
15046,3,0,5,5
15047,4,0,8,8
15048,5,2,35,37
15049,6,6,162,168
15050,7,17,513,530
15051,8,31,719,750
15052,9,42,286,328
15053,10,52,146,198
15054,11,71,167,238
15055,12,77,265,342
15056,13,80,248,328
15057,14,77,226,303
15058,15,84,216,300
15059,16,99,417,516
15060,17,89,809,898
15061,18,95,758,853
15062,19,56,534,590
15063,20,52,380,432
15064,21,26,230,256
15065,22,18,154,172
15066,23,11,83,94
15067,0,8,56,64
15068,1,2,11,13
15069,2,5,9,14
15070,3,2,3,5
15071,4,2,7,9
15072,5,1,46,47
15073,6,5,189,194
15074,7,17,539,556
15075,8,41,764,805
15076,9,28,381,409
15077,10,45,125,170
15078,11,63,155,218
15079,12,69,233,302
15080,13,48,257,305
15081,14,80,213,293
15082,15,56,247,303
15083,16,59,436,495
15084,17,107,860,967
15085,18,64,758,822
15086,19,49,490,539
15087,20,37,388,425
15088,21,34,263,297
15089,22,14,174,188
15090,23,9,89,98
15091,0,6,34,40
15092,1,10,19,29
15093,2,2,15,17
15094,3,4,6,10
15095,4,2,12,14
15096,5,1,35,36
15097,6,3,179,182
15098,7,9,523,532
15099,8,30,808,838
15100,9,27,307,334
15101,10,29,156,185
15102,11,46,181,227
15103,12,56,260,316
15104,13,67,273,340
15105,14,60,217,277
15106,15,69,231,300
15107,16,71,397,468
15108,17,77,876,953
15109,18,69,815,884
15110,19,38,589,627
15111,20,45,389,434
15112,21,32,328,360
15113,22,21,194,215
15114,23,13,102,115
15115,0,5,60,65
15116,1,5,16,21
15117,2,3,13,16
15118,3,0,7,7
15119,4,2,6,8
15120,5,2,64,66
15121,6,5,164,169
15122,7,12,546,558
15123,8,20,774,794
15124,9,30,305,335
15125,10,40,168,208
15126,11,67,227,294
15127,12,63,272,335
15128,13,61,265,326
15129,14,44,214,258
15130,15,41,255,296
15131,16,73,399,472
15132,17,87,818,905
15133,18,77,822,899
15134,19,48,511,559
15135,20,45,412,457
15136,21,18,235,253
15137,22,2,45,47
15138,23,1,44,45
15139,0,2,15,17
15140,1,0,13,13
15141,2,1,9,10
15142,3,0,7,7
15143,4,2,10,12
15144,5,1,37,38
15145,6,2,136,138
15146,7,10,384,394
15147,8,31,674,705
15148,9,27,399,426
15149,10,51,194,245
15150,11,109,252,361
15151,12,94,286,380
15152,13,106,304,410
15153,14,105,294,399
15154,15,104,288,392
15155,16,83,419,502
15156,17,101,707,808
15157,18,58,609,667
15158,19,38,470,508
15159,20,32,304,336
15160,21,32,205,237
15161,22,30,190,220
15162,23,26,164,190
15163,0,15,134,149
15164,1,12,89,101
15165,2,12,80,92
15166,3,4,25,29
15167,4,6,8,14
15168,5,2,13,15
15169,6,4,33,37
15170,7,12,61,73
15171,8,37,174,211
15172,9,69,263,332
15173,10,134,338,472
15174,11,217,446,663
15175,12,191,491,682
15176,13,233,453,686
15177,14,302,448,750
15178,15,271,456,727
15179,16,275,447,722
15180,17,256,456,712
15181,18,174,420,594
15182,19,119,351,470
15183,20,88,227,315
15184,21,73,219,292
15185,22,48,173,221
15186,23,35,161,196
15187,0,35,112,147
15188,1,31,85,116
15189,2,21,71,92
15190,3,17,41,58
15191,4,1,6,7
15192,5,1,9,10
15193,6,2,20,22
15194,7,14,43,57
15195,8,18,126,144
15196,9,74,211,285
15197,10,160,319,479
15198,11,222,369,591
15199,12,206,474,680
15200,13,180,414,594
15201,14,208,404,612
15202,15,230,419,649
15203,16,202,446,648
15204,17,195,380,575
15205,18,91,310,401
15206,19,34,223,257
15207,20,31,163,194
15208,21,19,104,123
15209,22,15,76,91
15210,23,8,49,57
15211,0,6,39,45
15212,1,5,13,18
15213,2,6,6,12
15214,3,1,6,7
15215,4,0,10,10
15216,5,2,34,36
15217,6,8,147,155
15218,7,13,470,483
15219,8,40,744,784
15220,9,26,314,340
15221,10,44,135,179
15222,11,76,196,272
15223,12,61,262,323
15224,13,80,225,305
15225,14,51,193,244
15226,15,95,234,329
15227,16,51,408,459
15228,17,65,791,856
15229,18,42,571,613
15230,19,33,483,516
15231,20,11,251,262
15232,21,13,205,218
15233,22,17,190,207
15234,23,17,88,105
15235,0,1,30,31
15236,1,0,11,11
15237,2,0,2,2
15238,3,1,4,5
15239,4,2,8,10
15240,5,1,42,43
15241,6,3,176,179
15242,7,4,256,260
15243,8,6,128,134
15244,9,3,83,86
15245,10,3,42,45
15246,11,7,92,99
15247,12,6,98,104
15248,13,6,148,154
15249,14,16,147,163
15250,15,14,195,209
15251,16,46,328,374
15252,17,38,677,715
15253,18,48,639,687
15254,19,27,368,395
15255,20,20,286,306
15256,21,24,265,289
15257,22,28,212,240
15258,23,11,87,98
15259,0,5,47,52
15260,1,3,16,19
15261,2,2,7,9
15262,3,0,7,7
15263,4,2,9,11
15264,5,2,32,34
15265,6,4,173,177
15266,7,11,504,515
15267,8,28,781,809
15268,9,30,332,362
15269,10,29,146,175
15270,11,52,178,230
15271,12,69,289,358
15272,13,55,224,279
15273,14,56,195,251
15274,15,59,260,319
15275,16,42,436,478
15276,17,84,833,917
15277,18,54,756,810
15278,19,49,544,593
15279,20,48,449,497
15280,21,14,195,209
15281,22,9,232,241
15282,23,21,199,220
15283,0,11,65,76
15284,1,2,23,25
15285,2,3,10,13
15286,3,5,6,11
15287,4,0,10,10
15288,5,2,37,39
15289,6,1,132,133
15290,7,12,379,391
15291,8,27,711,738
15292,9,40,319,359
15293,10,27,150,177
15294,11,38,176,214
15295,12,57,231,288
15296,13,63,231,294
15297,14,56,211,267
15298,15,77,248,325
15299,16,86,411,497
15300,17,112,789,901
15301,18,75,812,887
15302,19,67,467,534
15303,20,50,391,441
15304,21,33,288,321
15305,22,29,203,232
15306,23,18,137,155
15307,0,16,86,102
15308,1,3,43,46
15309,2,1,10,11
15310,3,5,11,16
15311,4,0,11,11
15312,5,0,41,41
15313,6,4,133,137
15314,7,11,417,428
15315,8,36,749,785
15316,9,58,326,384
15317,10,68,192,260
15318,11,90,214,304
15319,12,161,307,468
15320,13,117,307,424
15321,14,113,287,400
15322,15,150,320,470
15323,16,153,481,634
15324,17,158,742,900
15325,18,106,655,761
15326,19,67,433,500
15327,20,66,306,372
15328,21,47,220,267
15329,22,63,201,264
15330,23,23,148,171
15331,0,37,154,191
15332,1,25,116,141
15333,2,13,62,75
15334,3,2,54,56
15335,4,4,7,11
15336,5,2,8,10
15337,6,2,28,30
15338,7,13,71,84
15339,8,22,184,206
15340,9,130,265,395
15341,10,198,341,539
15342,11,258,389,647
15343,12,362,381,743
15344,13,310,400,710
15345,14,269,307,576
15346,15,279,341,620
15347,16,317,342,659
15348,17,268,342,610
15349,18,183,312,495
15350,19,102,239,341
15351,20,75,172,247
15352,21,78,137,215
15353,22,45,140,185
15354,23,37,142,179
15355,0,28,99,127
15356,1,29,80,109
15357,2,10,64,74
15358,3,5,17,22
15359,4,5,6,11
15360,5,2,8,10
15361,6,4,19,23
15362,7,6,29,35
15363,8,11,51,62
15364,9,16,70,86
15365,10,41,144,185
15366,11,76,260,336
15367,12,100,292,392
15368,13,80,240,320
15369,14,71,243,314
15370,15,74,232,306
15371,16,87,246,333
15372,17,35,122,157
15373,18,24,82,106
15374,19,17,97,114
15375,20,19,97,116
15376,21,22,91,113
15377,22,7,72,79
15378,23,12,68,80
15379,0,7,44,51
15380,1,2,35,37
15381,2,3,12,15
15382,3,2,8,10
15383,4,1,6,7
15384,5,2,17,19
15385,6,5,54,59
15386,7,3,151,154
15387,8,23,374,397
15388,9,59,273,332
15389,10,69,229,298
15390,11,72,236,308
15391,12,74,267,341
15392,13,82,323,405
15393,14,121,299,420
15394,15,76,294,370
15395,16,61,316,377
15396,17,81,416,497
15397,18,41,415,456
15398,19,38,333,371
15399,20,20,207,227
15400,21,17,134,151
15401,22,6,101,107
15402,23,9,60,69
15403,0,9,22,31
15404,1,0,13,13
15405,2,2,5,7
15406,3,0,3,3
15407,4,1,6,7
15408,5,0,19,19
15409,6,2,141,143
15410,7,5,357,362
15411,8,15,698,713
15412,9,37,345,382
15413,10,33,131,164
15414,11,37,156,193
15415,12,43,217,260
15416,13,54,184,238
15417,14,43,201,244
15418,15,59,195,254
15419,16,70,354,424
15420,17,73,733,806
15421,18,26,758,784
15422,19,31,483,514
15423,20,30,330,360
15424,21,16,209,225
15425,22,7,155,162
15426,23,8,76,84
15427,0,0,33,33
15428,1,2,6,8
15429,2,2,6,8
15430,3,0,6,6
15431,4,0,6,6
15432,5,2,38,40
15433,6,3,172,175
15434,7,9,498,507
15435,8,33,806,839
15436,9,35,331,366
15437,10,27,190,217
15438,11,53,238,291
15439,12,78,312,390
15440,13,60,237,297
15441,14,63,208,271
15442,15,58,261,319
15443,16,92,474,566
15444,17,91,857,948
15445,18,57,787,844
15446,19,32,534,566
15447,20,21,371,392
15448,21,18,251,269
15449,22,27,170,197
15450,23,17,119,136
15451,0,1,41,42
15452,1,1,10,11
15453,2,4,7,11
15454,3,0,3,3
15455,4,0,10,10
15456,5,0,42,42
15457,6,1,158,159
15458,7,11,467,478
15459,8,25,773,798
15460,9,27,328,355
15461,10,39,165,204
15462,11,76,175,251
15463,12,47,279,326
15464,13,48,243,291
15465,14,78,270,348
15466,15,102,358,460
15467,16,68,413,481
15468,17,90,737,827
15469,18,64,628,692
15470,19,81,662,743
15471,20,27,388,415
15472,21,24,236,260
15473,22,10,167,177
15474,23,10,176,186
15475,0,8,60,68
15476,1,8,29,37
15477,2,0,16,16
15478,3,0,6,6
15479,4,0,8,8
15480,5,2,33,35
15481,6,3,140,143
15482,7,8,384,392
15483,8,34,711,745
15484,9,26,374,400
15485,10,75,200,275
15486,11,61,252,313
15487,12,75,312,387
15488,13,81,300,381
15489,14,109,262,371
15490,15,138,317,455
15491,16,108,412,520
15492,17,131,706,837
15493,18,76,566,642
15494,19,40,453,493
15495,20,28,280,308
15496,21,21,169,190
15497,22,17,143,160
15498,23,11,89,100
15499,0,31,218,249
15500,1,23,123,146
15501,2,7,60,67
15502,3,2,13,15
15503,4,2,9,11
15504,5,0,11,11
15505,6,5,23,28
15506,7,10,60,70
15507,8,23,151,174
15508,9,46,220,266
15509,10,82,265,347
15510,11,192,335,527
15511,12,202,371,573
15512,13,235,435,670
15513,14,243,354,597
15514,15,251,364,615
15515,16,294,343,637
15516,17,193,335,528
15517,18,174,299,473
15518,19,73,259,332
15519,20,57,198,255
15520,21,47,157,204
15521,22,33,156,189
15522,23,27,98,125
15523,0,8,103,111
15524,1,16,96,112
15525,2,8,58,66
15526,3,3,25,28
15527,4,2,10,12
15528,5,5,6,11
15529,6,4,20,24
15530,7,7,44,51
15531,8,28,104,132
15532,9,62,161,223
15533,10,150,278,428
15534,11,156,338,494
15535,12,200,362,562
15536,13,218,401,619
15537,14,249,368,617
15538,15,213,355,568
15539,16,203,378,581
15540,17,193,346,539
15541,18,134,319,453
15542,19,68,268,336
15543,20,48,198,246
15544,21,40,156,196
15545,22,38,87,125
15546,23,27,78,105
15547,0,17,31,48
15548,1,5,24,29
15549,2,1,5,6
15550,3,2,2,4
15551,4,1,9,10
15552,5,2,38,40
15553,6,6,141,147
15554,7,15,461,476
15555,8,24,713,737
15556,9,31,328,359
15557,10,43,125,168
15558,11,88,175,263
15559,12,73,211,284
15560,13,37,109,146
15561,14,57,128,185
15562,15,70,190,260
15563,16,76,371,447
15564,17,96,670,766
15565,18,52,540,592
15566,19,12,227,239
15567,20,19,237,256
15568,21,16,190,206
15569,22,8,118,126
15570,23,9,72,81
15571,0,3,45,48
15572,1,4,9,13
15573,2,2,1,3
15574,3,0,2,2
15575,4,0,7,7
15576,5,5,47,52
15577,6,4,168,172
15578,7,20,505,525
15579,8,35,800,835
15580,9,32,323,355
15581,10,65,157,222
15582,11,56,172,228
15583,12,69,256,325
15584,13,68,260,328
15585,14,94,214,308
15586,15,76,270,346
15587,16,79,367,446
15588,17,104,839,943
15589,18,71,767,838
15590,19,40,491,531
15591,20,35,397,432
15592,21,19,176,195
15593,22,18,163,181
15594,23,23,176,199
15595,0,1,48,49
15596,1,3,14,17
15597,2,4,12,16
15598,3,0,7,7
15599,4,0,4,4
15600,5,2,39,41
15601,6,7,171,178
15602,7,15,449,464
15603,8,38,779,817
15604,9,38,344,382
15605,10,60,168,228
15606,11,78,156,234
15607,12,71,261,332
15608,13,73,237,310
15609,14,82,188,270
15610,15,62,239,301
15611,16,70,396,466
15612,17,122,766,888
15613,18,90,794,884
15614,19,49,467,516
15615,20,54,360,414
15616,21,28,301,329
15617,22,17,198,215
15618,23,15,84,99
15619,0,4,53,57
15620,1,0,14,14
15621,2,1,13,14
15622,3,0,5,5
15623,4,0,5,5
15624,5,1,41,42
15625,6,3,150,153
15626,7,20,488,508
15627,8,31,803,834
15628,9,41,346,387
15629,10,60,158,218
15630,11,79,189,268
15631,12,93,284,377
15632,13,96,236,332
15633,14,94,191,285
15634,15,69,284,353
15635,16,94,356,450
15636,17,102,788,890
15637,18,68,720,788
15638,19,42,471,513
15639,20,39,348,387
15640,21,38,245,283
15641,22,27,202,229
15642,23,6,111,117
15643,0,5,51,56
15644,1,4,12,16
15645,2,1,9,10
15646,3,0,5,5
15647,4,1,5,6
15648,5,1,35,36
15649,6,5,126,131
15650,7,5,149,154
15651,8,20,447,467
15652,9,26,363,389
15653,10,26,198,224
15654,11,41,211,252
15655,12,74,258,332
15656,13,87,288,375
15657,14,88,277,365
15658,15,93,302,395
15659,16,131,434,565
15660,17,48,377,425
15661,18,21,212,233
15662,19,19,213,232
15663,20,13,216,229
15664,21,17,189,206
15665,22,14,176,190
15666,23,13,118,131
15667,0,13,110,123
15668,1,2,93,95
15669,2,9,69,78
15670,3,2,27,29
15671,4,9,9,18
15672,5,6,7,13
15673,6,5,26,31
15674,7,6,59,65
15675,8,29,164,193
15676,9,106,257,363
15677,10,111,312,423
15678,11,204,408,612
15679,12,267,436,703
15680,13,273,441,714
15681,14,335,376,711
15682,15,308,403,711
15683,16,325,366,691
15684,17,347,384,731
15685,18,165,356,521
15686,19,77,268,345
15687,20,61,198,259
15688,21,72,224,296
15689,22,47,155,202
15690,23,27,136,163
15691,0,35,119,154
15692,1,20,97,117
15693,2,44,88,132
15694,3,12,29,41
15695,4,8,13,21
15696,5,6,4,10
